"Point ID";Latitude;Longitude;Elevation;Cartesian_X;Cartesian_Y;Cartesian_Z;Local_N;Local_E;Local_Z;"Ant_Hgt KI";"Ant_Hgt True";Dev_1;Dev_2;Solution;#SV;PDOP;HDOP;VDOP;Note;"PC DATE STAMP";"PC TIME STAMP";"GPS START TIME";"GPS END TIME"
VRSx_WEST_451;"49 09 04,93086060";"23 02 51,99936144";621,0660;3846459,0902093;1636511,7468044;4802055,8521603;;;;---;---;;;;;;;;"* Base *";04-04-2017;10:07:47;;
1;"49 09 04,28878140";"23 02 52,90466880";623,527000;3846467,1965148;1636535,1340658;4802044,738886;5437450,2587;1267150,9107;586,1875;" 2,0000 m";2,0940;0,020;0,029;FIXED;11;2,905;1,100;2,689;DOR;04-04-2017;10:07:47;"Tue, 04 Apr 2017 10:07:46 ";"Tue, 04 Apr 2017 10:07:46 "
2;"49 09 04,28474460";"23 02 53,01342420";623,609000;3846466,4697964;1636537,2200907;4802044,7193398;5437450,1209;1267153,1137;586,2696;" 2,0000 m";2,0940;0,021;0,031;FIXED;10;2,303;1,700;1,554;DOR;04-04-2017;10:07:49;"Tue, 04 Apr 2017 10:07:54 ";"Tue, 04 Apr 2017 10:07:54 "
3;"49 09 03,43093440";"23 02 52,91072640";622,950000;3846485,2491292;1636542,9482244;4802026,9673295;5437423,7569;1267150,8753;585,6122;" 2,0000 m";2,0940;0,025;0,042;FIXED;7;6,676;2,600;6,149;DOR;04-04-2017;10:07:56;"Tue, 04 Apr 2017 10:08:15 ";"Tue, 04 Apr 2017 10:08:15 "
4;"49 09 03,42706620";"23 02 53,02257060";623,085000;3846484,5261723;1636545,1038887;4802026,9912808;5437423,6239;1267153,1409;585,7473;" 2,0000 m";2,0940;0,021;0,028;FIXED;10;2,020;1,200;1,625;DOR;04-04-2017;10:08:18;"Tue, 04 Apr 2017 10:08:23 ";"Tue, 04 Apr 2017 10:08:23 "
5;"49 09 03,42279720";"23 02 52,86771420";622,892000;3846485,7304777;1636542,2057204;4802026,759022;5437423,5107;1267150,0022;585,5541;" 2,0000 m";2,0940;0,020;0,032;FIXED;9;1,959;1,200;1,549;OMB;04-04-2017;10:08:25;"Tue, 04 Apr 2017 10:08:37 ";"Tue, 04 Apr 2017 10:08:37 "
6;"49 09 03,33166620";"23 02 52,86975600";622,886000;3846487,6704292;1636543,076069;4802024,912933;5437420,6952;1267150,0268;585,5483;" 2,0000 m";2,0940;0,016;0,023;FIXED;9;2,078;1,200;1,696;MEGSUS;04-04-2017;10:08:39;"Tue, 04 Apr 2017 10:08:50 ";"Tue, 04 Apr 2017 10:08:50 "
7;"49 09 03,33037500";"23 02 52,87062180";622,947000;3846487,7280403;1636543,1196489;4802024,9329833;5437420,6552;1267150,0441;585,6093;" 2,0000 m";2,0940;0,016;0,024;FIXED;9;2,078;1,200;1,696;OMB;04-04-2017;10:08:52;"Tue, 04 Apr 2017 10:08:59 ";"Tue, 04 Apr 2017 10:08:59 "
8;"49 09 03,14228820";"23 02 52,93828500";623,183000;3846491,3780108;1636546,1627976;4802021,3106921;5437414,8366;1267151,3805;585,8458;" 2,0000 m";2,0940;0,021;0,035;FIXED;12;1,605;0,900;1,329;DOR;04-04-2017;10:09:01;"Tue, 04 Apr 2017 10:09:17 ";"Tue, 04 Apr 2017 10:09:17 "
9;"49 09 03,12805320";"23 02 53,05520400";623,361000;3846490,8636043;1636548,5189646;4802021,15768;5437414,3827;1267153,7471;586,0239;" 2,0000 m";2,0940;0,020;0,028;FIXED;12;1,505;0,800;1,275;DOR;04-04-2017;10:09:19;"Tue, 04 Apr 2017 10:09:23 ";"Tue, 04 Apr 2017 10:09:23 "
10;"49 09 03,24047400";"23 02 52,89180540";623,153000;3846489,6172596;1636544,3899923;4802023,2721131;5437417,8754;1267150,4567;585,8155;" 2,0000 m";2,0940;0,020;0,037;FIXED;11;1,904;1,000;1,620;MEGOS;04-04-2017;10:09:25;"Tue, 04 Apr 2017 10:09:47 ";"Tue, 04 Apr 2017 10:09:47 "
11;"49 09 03,25298100";"23 02 52,89491520";623,082000;3846489,2808923;1636544,3153702;4802023,4711444;5437418,2614;1267150,5221;585,7445;" 2,0000 m";2,0940;0,014;0,018;FIXED;12;1,559;0,900;1,273;OMB;04-04-2017;10:09:49;"Tue, 04 Apr 2017 10:09:58 ";"Tue, 04 Apr 2017 10:09:58 "
12;"49 09 02,92084260";"23 02 52,94524740";623,369000;3846496,1968729;1636548,3663935;4802016,9764678;5437407,9947;1267151,4807;586,0322;" 2,0000 m";2,0940;0,015;0,021;FIXED;11;2,826;1,000;2,643;OS;04-04-2017;10:10:00;"Tue, 04 Apr 2017 10:10:16 ";"Tue, 04 Apr 2017 10:10:16 "
13;"49 09 02,91958020";"23 02 52,94553420";623,415000;3846496,2494307;1636548,3950715;4802016,9857534;5437407,9557;1267151,4863;586,0782;" 2,0000 m";2,0940;0,024;0,037;FIXED;12;1,557;0,900;1,271;VOR;04-04-2017;10:10:18;"Tue, 04 Apr 2017 10:10:24 ";"Tue, 04 Apr 2017 10:10:24 "
14;"49 09 02,88573060";"23 02 52,95260160";623,429000;3846496,9297131;1636548,8401606;4802016,3123181;5437406,9091;1267151,6233;586,0923;" 2,0000 m";2,0940;0,029;0,045;FIXED;11;1,617;1,000;1,271;VOR;04-04-2017;10:10:26;"Tue, 04 Apr 2017 10:10:29 ";"Tue, 04 Apr 2017 10:10:29 "
15;"49 09 02,83476720";"23 02 53,13763500";624,251000;3846497,0523062;1636552,96751;4802015,904249;5437405,3124;1267155,3634;586,9146;" 2,0000 m";2,0940;0,019;0,031;FIXED;10;3,131;1,700;2,629;L04;04-04-2017;10:10:31;"Tue, 04 Apr 2017 10:10:55 ";"Tue, 04 Apr 2017 10:10:55 "
16;"49 09 02,77848240";"23 02 53,16658620";624,264000;3846498,0408201;1636554,0257129;4802014,7766909;5437403,5701;1267155,9397;586,9277;" 2,0000 m";2,0940;0,023;0,038;FIXED;10;3,069;1,600;2,619;STTEL;04-04-2017;10:10:57;"Tue, 04 Apr 2017 10:11:19 ";"Tue, 04 Apr 2017 10:11:19 "
17;"49 09 02,09847540";"23 02 53,12127240";624,253000;3846513,0171473;1636559,3996312;4802001,0268996;5437382,5684;1267154,8961;586,9181;" 2,0000 m";2,0940;0,018;0,030;FIXED;9;2,924;1,700;2,379;DOR;04-04-2017;10:11:21;"Tue, 04 Apr 2017 10:11:45 ";"Tue, 04 Apr 2017 10:11:45 "
18;"49 09 02,08854660";"23 02 53,23214940";624,672000;3846512,6031165;1636561,6654504;4802001,1432043;5437382,2483;1267157,1410;587,3372;" 2,0000 m";2,0940;0,018;0,026;FIXED;11;2,917;1,100;2,702;DOR;04-04-2017;10:11:47;"Tue, 04 Apr 2017 10:11:51 ";"Tue, 04 Apr 2017 10:11:51 "
19;"49 09 01,82311560";"23 02 53,29036320";625,030000;3846518,0647275;1636565,2712957;4801996,0502053;5437374,0415;1267158,2717;587,6958;" 2,0000 m";2,0940;0,017;0,027;FIXED;11;1,884;1,100;1,529;DOR;04-04-2017;10:11:53;"Tue, 04 Apr 2017 10:12:01 ";"Tue, 04 Apr 2017 10:12:01 "
20;"49 09 01,79916420";"23 02 53,18532720";624,872000;3846519,3180877;1636563,4912221;4801995,4466816;5437373,3142;1267156,1389;587,5377;" 2,0000 m";2,0940;0,018;0,028;FIXED;11;1,883;1,100;1,528;DOR;04-04-2017;10:12:03;"Tue, 04 Apr 2017 10:12:08 ";"Tue, 04 Apr 2017 10:12:08 "
21;"49 09 02,01047520";"23 02 53,29024740";625,117000;3846514,0888867;1636563,5771575;4801999,9021585;5437379,8295;1267158,3039;587,7824;" 2,0000 m";2,0940;0,018;0,028;FIXED;11;1,882;1,100;1,527;OD;04-04-2017;10:12:10;"Tue, 04 Apr 2017 10:12:20 ";"Tue, 04 Apr 2017 10:12:20 "
22;"49 09 02,20398840";"23 02 53,07852060";624,153000;3846511,0271312;1636557,6113749;4802003,0834494;5437385,8332;1267154,0492;586,8178;" 2,0000 m";2,0940;0,016;0,023;FIXED;12;1,552;0,900;1,264;MEGOS;04-04-2017;10:12:22;"Tue, 04 Apr 2017 10:12:39 ";"Tue, 04 Apr 2017 10:12:39 "
23;"49 09 02,04825840";"23 02 52,07991060";618,956000;3846519,1713695;1636539,0829161;4801996,0053054;5437381,1429;1267133,7849;581,6201;" 2,0000 m";2,0940;0,039;0,052;FIXED;12;1,361;0,800;1,101;L04;04-04-2017;10:12:41;"Tue, 04 Apr 2017 10:13:20 ";"Tue, 04 Apr 2017 10:13:20 "
24;"49 09 02,02735740";"23 02 51,91444860";618,125000;3846520,4334935;1636535,9757443;4801994,9543467;5437380,5172;1267130,4281;580,7889;" 2,0000 m";2,0940;0,018;0,024;FIXED;12;1,549;0,900;1,261;L04V;04-04-2017;10:13:23;"Tue, 04 Apr 2017 10:13:36 ";"Tue, 04 Apr 2017 10:13:36 "
25;"49 09 01,66741200";"23 02 50,72339280";612,565000;3846534,2776295;1636515,6338782;4801983,474862;5437369,5416;1267106,2263;575,2284;" 2,0000 m";2,0940;0,022;0,029;FIXED;11;1,609;1,000;1,260;L04V;04-04-2017;10:13:38;"Tue, 04 Apr 2017 10:13:58 ";"Tue, 04 Apr 2017 10:13:58 "
26;"49 09 01,66725420";"23 02 50,72601360";612,562000;3846534,2584238;1636515,6834278;4801983,4694039;5437369,5364;1267106,2794;575,2254;" 2,0000 m";2,0940;0,027;0,037;FIXED;11;1,631;1,000;1,289;L04;04-04-2017;10:14:00;"Tue, 04 Apr 2017 10:14:07 ";"Tue, 04 Apr 2017 10:14:07 "
27;"49 09 01,60760760";"23 02 50,58556500";611,721000;3846536,1492671;1636513,3946387;4801981,6279146;5437367,7107;1267103,4224;574,3844;" 2,0000 m";2,0940;0,022;0,030;FIXED;10;1,888;1,100;1,535;L04N;04-04-2017;10:14:09;"Tue, 04 Apr 2017 10:14:21 ";"Tue, 04 Apr 2017 10:14:21 "
28;"49 09 01,95774660";"23 02 51,03056820";614,248000;3846526,6098326;1636519,1368459;4801990,6149788;5437378,4736;1267112,5045;576,9111;" 2,0000 m";2,0940;0,027;0,036;FIXED;12;1,546;0,900;1,257;OS;04-04-2017;10:14:23;"Tue, 04 Apr 2017 10:14:48 ";"Tue, 04 Apr 2017 10:14:48 "
29;"49 09 01,96152780";"23 02 51,02850240";614,195000;3846526,5130098;1636519,050155;4801990,6512979;5437378,5907;1267112,4633;576,8581;" 2,0000 m";2,0940;0,022;0,031;FIXED;13;1,317;0,800;1,046;OD;04-04-2017;10:14:50;"Tue, 04 Apr 2017 10:14:58 ";"Tue, 04 Apr 2017 10:14:58 "
30;"49 09 02,09872800";"23 02 50,92921080";613,822000;3846524,1258329;1636515,8477187;4801993,1416702;5437382,8411;1267110,4766;576,4848;" 2,0000 m";2,0940;0,019;0,027;FIXED;13;1,314;0,800;1,043;OD;04-04-2017;10:15:00;"Tue, 04 Apr 2017 10:15:15 ";"Tue, 04 Apr 2017 10:15:15 "
31;"49 09 02,45165820";"23 02 50,74699680";613,048000;3846517,5159693;1636509,0224508;4801999,6881423;5437393,7661;1267106,8494;575,7099;" 2,0000 m";2,0940;0,020;0,029;FIXED;12;1,650;1,000;1,312;OD;04-04-2017;10:15:17;"Tue, 04 Apr 2017 10:15:38 ";"Tue, 04 Apr 2017 10:15:38 "
32;"49 09 03,17533200";"23 02 50,42786040";612,208000;3846503,9798875;1636496,2348691;4802013,6765631;5437416,1608;1267100,5161;574,8681;" 2,0000 m";2,0940;0,014;0,018;FIXED;13;1,250;0,800;0,960;MEGOS;04-04-2017;10:15:40;"Tue, 04 Apr 2017 10:16:10 ";"Tue, 04 Apr 2017 10:16:10 "
33;"49 09 03,26553480";"23 02 50,37184860";612,023000;3846502,3731307;1636494,3176773;4802015,3594147;5437418,9542;1267099,3978;574,6829;" 2,0000 m";2,0940;0,014;0,019;FIXED;14;1,186;0,700;0,958;MEGSUS;04-04-2017;10:16:12;"Tue, 04 Apr 2017 10:16:28 ";"Tue, 04 Apr 2017 10:16:28 "
34;"49 09 03,26701620";"23 02 50,37290820";612,006000;3846502,3226348;1636494,3195303;4802015,376491;5437418,9998;1267099,4195;574,6659;" 2,0000 m";2,0940;0,015;0,020;FIXED;14;1,186;0,700;0,957;OS;04-04-2017;10:16:30;"Tue, 04 Apr 2017 10:16:36 ";"Tue, 04 Apr 2017 10:16:36 "
35;"49 09 02,77923120";"23 02 53,15550960";624,123000;3846498,0277393;1636553,7761954;4802014,6851654;5437403,5946;1267155,7153;586,7867;" 2,0000 m";2,0940;0,018;0,033;FIXED;10;3,463;1,500;3,121;OS;04-04-2017;10:16:38;"Tue, 04 Apr 2017 10:18:26 ";"Tue, 04 Apr 2017 10:18:26 "
36;"49 09 02,86515960";"23 02 52,71862320";621,779000;3846498,2354511;1636544,2425499;4802014,6485083;5437406,3019;1267146,8782;584,4421;" 2,0000 m";2,0940;0,026;0,056;FIXED;9;3,348;1,500;2,993;L04;04-04-2017;10:18:28;"Tue, 04 Apr 2017 10:19:06 ";"Tue, 04 Apr 2017 10:19:06 "
37;"49 09 02,88684480";"23 02 52,51173900";620,726000;3846498,7768109;1636539,9164505;4802014,2901933;5437406,9968;1267142,6900;583,3888;" 2,0000 m";2,0940;0,027;0,037;FIXED;10;1,982;1,200;1,577;OS;04-04-2017;10:19:08;"Tue, 04 Apr 2017 10:19:21 ";"Tue, 04 Apr 2017 10:19:21 "
38;"49 09 02,81905260";"23 02 51,95898600";618,548000;3846503,3094411;1636529,6710578;4802011,2727514;5437404,9693;1267131,4767;581,2104;" 2,0000 m";2,0940;0,047;0,044;FIXED;7;4,465;4,000;1,985;KG;04-04-2017;10:19:23;"Tue, 04 Apr 2017 10:19:51 ";"Tue, 04 Apr 2017 10:19:51 "
39;"49 09 02,38185600";"23 02 51,97527540";618,625000;3846512,62839;1636533,9946479;4802002,496215;5437391,4612;1267131,7261;581,2883;" 2,0000 m";2,0940;0,033;0,030;FIXED;8;2,623;1,900;1,808;KG;04-04-2017;10:19:54;"Tue, 04 Apr 2017 10:20:33 ";"Tue, 04 Apr 2017 10:20:33 "
40;"49 09 02,36962320";"23 02 51,46490220";616,238000;3846515,5041661;1636523,9776804;4802000,4434134;5437391,1450;1267121,3817;578,9008;" 2,0000 m";2,0940;0,045;0,105;FIXED;9;3,301;1,400;2,989;KG;04-04-2017;10:20:36;"Tue, 04 Apr 2017 10:21:44 ";"Tue, 04 Apr 2017 10:21:44 "
41;"49 09 02,79951540";"23 02 51,39782880";617,059000;3846507,2856872;1636519,0038533;4802009,7516187;5437404,4336;1267120,1019;579,7209;" 2,0000 m";2,0940;0,071;0,114;FIXED;7;4,652;3,500;3,064;KG;04-04-2017;10:21:47;"Tue, 04 Apr 2017 10:22:03 ";"Tue, 04 Apr 2017 10:22:03 "
42;"49 09 02,87114160";"23 02 51,61025460";617,239000;3846504,1683065;1636522,3560073;4802011,3351824;5437406,6206;1267124,4197;579,9009;" 2,0000 m";2,0940;0,838;0,274;FLOAT;7;2,696;1,700;2,092;KG;04-04-2017;10:22:06;"Tue, 04 Apr 2017 10:23:15 ";"Tue, 04 Apr 2017 10:23:15 "
43;"49 09 02,94858660";"23 02 52,18566360";619,597000;3846499,3566925;1636532,9816737;4802014,6838437;5437408,9436;1267136,0939;582,2594;" 2,0000 m";2,0940;0,020;0,040;FIXED;7;4,067;1,700;3,695;DN;04-04-2017;10:23:19;"Tue, 04 Apr 2017 10:30:28 ";"Tue, 04 Apr 2017 10:30:28 "
44;"49 09 02,94742860";"23 02 52,38621480";620,275000;3846498,1984546;1636536,9058326;4802015,1733053;5437408,8835;1267140,1576;582,9376;" 2,0000 m";2,0940;0,043;0,047;FIXED;9;3,999;1,500;3,707;DN;04-04-2017;10:30:31;"Tue, 04 Apr 2017 10:30:52 ";"Tue, 04 Apr 2017 10:30:52 "
45;"49 09 02,98699080";"23 02 52,74186060";621,881000;3846495,4925084;1636543,5873096;4802017,1876019;5437410,0628;1267147,3716;584,5439;" 2,0000 m";2,0940;0,019;0,032;FIXED;10;2,364;1,300;1,975;DN+0,7;04-04-2017;10:30:55;"Tue, 04 Apr 2017 10:32:27 ";"Tue, 04 Apr 2017 10:32:27 "
46;"49 09 03,19623420";"23 02 52,74216120";622,218000;3846491,1931974;1636541,76473;4802021,67086;5437416,5268;1267147,4162;584,8805;" 2,0000 m";2,0940;0,065;0,106;FIXED;8;2,632;1,600;2,090;DN+0,7;04-04-2017;10:32:29;"Tue, 04 Apr 2017 10:32:46 ";"Tue, 04 Apr 2017 10:32:46 "
VRSx_WEST_467;"49 09 02,92247928";"23 02 52,97082180";623,5720;3846496,0809413;1636548,880321;4802017,1630975;;;;" 2,0000 m";2,0940;;;;;;;;"* Base *";04-04-2017;10:32:49;;
47;"49 09 02,80381080";"23 02 53,93818860";627,658000;3846493,4167453;1636569,0521791;4802017,8558572;5437404,2594;1267171,5799;590,3225;" 2,0000 m";2,0940;0,080;0,107;FLOAT;9;2,664;1,400;2,266;L04;04-04-2017;10:32:49;"Tue, 04 Apr 2017 10:38:03 ";"Tue, 04 Apr 2017 10:38:03 "
48;"49 09 02,72997720";"23 02 53,92285500";627,469000;3846495,0124328;1636569,3933874;4802016,2208759;5437401,9804;1267171,2555;590,1336;" 2,0000 m";2,0940;0,063;0,096;FLOAT;9;2,676;1,400;2,281;KG;04-04-2017;10:38:07;"Tue, 04 Apr 2017 10:38:29 ";"Tue, 04 Apr 2017 10:38:29 "
49;"49 09 02,40990600";"23 02 53,91545820";627,688000;3846502,0859934;1636572,2400688;4802009,9185894;5437392,0934;1267171,0467;590,3533;" 2,0000 m";2,0940;0,065;0,103;FLOAT;9;4,197;1,400;3,957;KG+2;04-04-2017;10:38:33;"Tue, 04 Apr 2017 10:39:07 ";"Tue, 04 Apr 2017 10:39:07 "
50;"49 09 02,35852560";"23 02 53,54582100";626,214000;3846505,2365902;1636565,4395944;4802007,765321;5437390,5508;1267163,5470;588,8790;" 2,0000 m";2,0940;0,255;0,366;FLOAT;10;2,435;1,300;2,059;KG+1;04-04-2017;10:39:11;"Tue, 04 Apr 2017 10:39:38 ";"Tue, 04 Apr 2017 10:39:38 "
51;"49 09 03,37798260";"23 02 53,08076220";623,585000;3846485,4209354;1636546,7661919;4802026,3776305;5437422,1006;1267154,3111;586,2475;" 2,0000 m";2,0940;0,079;0,165;FIXED;9;2,869;1,400;2,504;OS;04-04-2017;10:39:42;"Tue, 04 Apr 2017 10:40:38 ";"Tue, 04 Apr 2017 10:40:38 "
52;"49 09 03,18806760";"23 02 53,37826560";624,486000;3846487,6868509;1636554,2824885;4802023,2214252;5437416,1977;1267160,3046;587,1491;" 2,0000 m";2,0940;0,096;0,137;FIXED;5;21,648;13,400;17,002;DN;04-04-2017;10:40:41;"Tue, 04 Apr 2017 10:41:14 ";"Tue, 04 Apr 2017 10:41:14 "
53;"49 09 03,18120240";"23 02 53,75145060";626,799000;3846486,2656393;1636561,8968605;4802024,8323283;5437415,9405;1267167,8654;589,4625;" 2,0000 m";2,0940;0,028;0,044;FIXED;10;2,445;1,300;2,071;DN+1;04-04-2017;10:41:17;"Tue, 04 Apr 2017 10:41:38 ";"Tue, 04 Apr 2017 10:41:38 "
54;"49 09 03,53207400";"23 02 53,73153480";626,970000;3846478,9811264;1636558,3588974;4802032,0520015;5437426,7823;1267167,5265;589,6328;" 2,0000 m";2,0940;0,028;0,048;FIXED;9;2,783;1,400;2,405;DN+1;04-04-2017;10:41:40;"Tue, 04 Apr 2017 10:41:53 ";"Tue, 04 Apr 2017 10:41:53 "
55;"49 09 03,52555500";"23 02 53,37684240";625,547000;3846481,0790889;1636551,439758;4802030,8438593;5437426,6237;1267160,3379;588,2095;" 2,0000 m";2,0940;0,028;0,050;FIXED;9;3,629;1,400;3,348;DN;04-04-2017;10:41:55;"Tue, 04 Apr 2017 10:42:11 ";"Tue, 04 Apr 2017 10:42:11 "
56;"49 09 03,74478480";"23 02 53,04448680";623,844000;3846477,9765854;1636542,7999495;4802033,9857795;5437433,4364;1267153,6436;586,5057;" 2,0000 m";2,0940;0,063;0,136;FIXED;8;2,960;1,600;2,490;L04;04-04-2017;10:42:14;"Tue, 04 Apr 2017 10:42:54 ";"Tue, 04 Apr 2017 10:42:54 "
57;"49 09 03,79940280";"23 02 52,80444540";622,307000;3846477,7815035;1636537,430287;4802033,9268398;5437435,1527;1267148,7896;584,9683;" 2,0000 m";2,0940;0,072;0,110;FLOAT;9;2,898;1,400;2,537;DG+2;04-04-2017;10:42:57;"Tue, 04 Apr 2017 10:45:12 ";"Tue, 04 Apr 2017 10:45:12 "
58;"49 09 03,79845480";"23 02 52,40933220";620,524000;3846479,8636605;1636529,6142194;4802032,5589565;5437435,1711;1267140,7830;583,1849;" 2,0000 m";2,0940;0,092;0,121;FLOAT;8;4,356;1,400;4,125;DG+2;04-04-2017;10:45:16;"Tue, 04 Apr 2017 10:45:35 ";"Tue, 04 Apr 2017 10:45:35 "
59;"49 09 03,57283080";"23 02 52,33449660";620,332000;3846485,1938885;1636530,2338513;4802027,8543821;5437428,2101;1267139,2249;582,9933;" 2,0000 m";2,0940;0,353;0,356;FLOAT;7;7,397;2,000;7,122;DG+1;04-04-2017;10:45:39;"Tue, 04 Apr 2017 10:46:10 ";"Tue, 04 Apr 2017 10:46:10 "
VRSx_WEST_486;"49 09 03,86681976";"23 02 51,26490168";614,8799;3846484,0765075;1636506,2018052;4802029,6710479;;;;" 2,0000 m";2,0940;;;;;;;;"* Base *";04-04-2017;10:46:14;;
60;"49 09 03,80421720";"23 02 51,43790880";616,096000;3846484,7820541;1636510,3122675;4802029,3258999;5437435,4665;1267121,0995;578,7559;" 2,0000 m";2,0940;0,029;0,028;FIXED;10;1,827;1,200;1,377;DG+1;04-04-2017;10:46:14;"Tue, 04 Apr 2017 10:52:42 ";"Tue, 04 Apr 2017 10:52:42 "
61;"49 09 03,35444100";"23 02 51,46108320";616,438000;3846494,4764408;1636514,9471943;4802020,4956659;5437421,5690;1267121,4861;579,0988;" 2,0000 m";2,0940;0,032;0,032;FIXED;10;1,964;1,400;1,377;DG+1;04-04-2017;10:52:44;"Tue, 04 Apr 2017 10:53:08 ";"Tue, 04 Apr 2017 10:53:08 "
62;"49 09 03,36981600";"23 02 51,89320380";617,817000;3846491,5472936;1636523,2179619;4802021,8494836;5437421,9917;1267130,2453;580,4782;" 2,0000 m";2,0940;0,040;0,050;FIXED;6;5,544;5,300;1,627;DG+1;04-04-2017;10:53:11;"Tue, 04 Apr 2017 10:53:36 ";"Tue, 04 Apr 2017 10:53:36 "
63;"49 09 03,40045020";"23 02 51,89855760";617,812000;3846490,8430207;1636523,0362347;4802022,4647485;5437422,9375;1267130,3594;580,4732;" 2,0000 m";2,0940;0,114;0,112;FIXED;9;2,476;1,500;1,970;DG;04-04-2017;10:53:39;"Tue, 04 Apr 2017 10:53:51 ";"Tue, 04 Apr 2017 10:53:51 "
64;"49 09 03,38902320";"23 02 51,44137620";617,990000;3846494,8231967;1636514,6606984;4802022,3684805;5437422,6397;1267121,0931;580,6507;" 2,0000 m";2,0940;0,115;0,115;FIXED;9;2,476;1,500;1,970;DG;04-04-2017;10:53:54;"Tue, 04 Apr 2017 10:54:06 ";"Tue, 04 Apr 2017 10:54:06 "
65;"49 09 01,98302280";"23 02 51,25004220";615,164000;3846524,8762576;1636523,2329999;4801991,8186473;5437379,2279;1267116,9565;577,8273;" 2,0000 m";2,0940;0,013;0,021;FIXED;12;1,736;1,100;1,343;MEGOSG;04-04-2017;10:54:09;"Tue, 04 Apr 2017 10:58:21 ";"Tue, 04 Apr 2017 10:58:21 "
66;"49 09 00,47171940";"23 02 52,08364260";618,083000;3846552,5193642;1636553,3533403;4801963,4863204;5437332,4392;1267133,5697;580,7502;" 2,0000 m";2,0940;0,013;0,021;FIXED;11;1,767;1,100;1,383;MEG;04-04-2017;10:58:23;"Tue, 04 Apr 2017 11:00:21 ";"Tue, 04 Apr 2017 11:00:21 "
67;"49 09 00,49803480";"23 02 52,24687380";619,025000;3846551,225306;1636556,3978252;4801964,7306564;5437333,2324;1267136,8823;581,6923;" 2,0000 m";2,0940;0,013;0,021;FIXED;11;1,770;1,100;1,387;MEGSUS;04-04-2017;11:00:23;"Tue, 04 Apr 2017 11:00:49 ";"Tue, 04 Apr 2017 11:00:49 "
68;"49 09 00,37776960";"23 02 52,15815240";618,596000;3846554,2573018;1636555,7337908;4801961,9758252;5437329,5278;1267135,0622;581,2635;" 2,0000 m";2,0940;0,013;0,021;FIXED;11;1,771;1,100;1,388;MEGSUS;04-04-2017;11:00:51;"Tue, 04 Apr 2017 11:01:02 ";"Tue, 04 Apr 2017 11:01:02 "
69;"49 09 00,28436640";"23 02 51,23415540";613,316000;3846560,4192076;1636538,0050303;4801956,0944017;5437326,7540;1267116,3211;575,9827;" 2,0000 m";2,0940;0,013;0,022;FIXED;11;1,774;1,100;1,392;MEG;04-04-2017;11:01:04;"Tue, 04 Apr 2017 11:01:30 ";"Tue, 04 Apr 2017 11:01:30 "
70;"49 09 00,26903280";"23 02 51,13886760";612,668000;3846561,114967;1636536,2023996;4801955,294376;5437326,2919;1267114,3874;575,3346;" 2,0000 m";2,0940;0,013;0,022;FIXED;11;1,777;1,100;1,396;MEGSUS;04-04-2017;11:01:32;"Tue, 04 Apr 2017 11:01:57 ";"Tue, 04 Apr 2017 11:01:57 "
71;"49 09 00,18303540";"23 02 50,64889020";610,247000;3846565,3947238;1636527,2318432;4801951,7252311;5437323,6944;1267104,4426;572,9133;" 2,0000 m";2,0940;0,013;0,021;FIXED;10;2,115;1,200;1,742;STRUM;04-04-2017;11:01:59;"Tue, 04 Apr 2017 11:02:33 ";"Tue, 04 Apr 2017 11:02:33 "
72;"49 09 00,16908840";"23 02 50,62125180";610,233000;3846565,9055091;1636526,8404424;4801951,4327995;5437323,2669;1267103,8800;572,8993;" 2,0000 m";2,0940;0,013;0,021;FIXED;11;2,185;1,100;1,888;STRUM;04-04-2017;11:02:35;"Tue, 04 Apr 2017 11:02:37 ";"Tue, 04 Apr 2017 11:02:37 "
73;"49 08 59,96244180";"23 02 50,74771620";610,479000;3846569,4940491;1636531,1524792;4801947,4429533;5437316,8678;1267106,4045;573,1458;" 2,0000 m";2,0940;0,013;0,021;FIXED;11;1,782;1,100;1,402;STRUM;04-04-2017;11:02:39;"Tue, 04 Apr 2017 11:02:49 ";"Tue, 04 Apr 2017 11:02:49 "
74;"49 08 59,96287380";"23 02 50,72132760";610,462000;3846569,6838977;1636530,6520606;4801947,438824;5437316,8843;1267105,8698;573,1288;" 2,0000 m";2,0940;0,013;0,021;FIXED;11;1,784;1,100;1,404;STRUM;04-04-2017;11:02:51;"Tue, 04 Apr 2017 11:02:53 ";"Tue, 04 Apr 2017 11:02:53 "
75;"49 09 00,69429000";"23 02 50,31878700";608,802000;3846556,1497134;1636516,0282849;4801960,9636361;5437339,5283;1267097,8478;571,4669;" 2,0000 m";2,0940;0,014;0,024;FIXED;8;3,867;1,600;3,521;STRUM;04-04-2017;11:02:55;"Tue, 04 Apr 2017 11:03:24 ";"Tue, 04 Apr 2017 11:03:24 "
76;"49 09 00,67950540";"23 02 50,29252680";608,695000;3846556,6116016;1636515,6464359;4801960,5839315;5437339,0748;1267097,3129;571,3599;" 2,0000 m";2,0940;0,014;0,021;FIXED;11;2,061;1,100;1,743;STRUM;04-04-2017;11:03:27;"Tue, 04 Apr 2017 11:03:29 ";"Tue, 04 Apr 2017 11:03:29 "
